0.00294,0.00436,0.00344,0.00311,0.00292,0.00263,0.00267,0.00274,0.00277,0.00343,0.00311,0.00407,0.00363,0.00447,0.0048,0.00618,0.00627,0.00749,0.00857,0.00937,0.00991,0.011,0.01195,0.0121,0.01246,0.01284,0.01473,0.01607,0.01609,0.01494,0.01367,0.01275,0.01194,0.01206,0.01194,0.01082,0.01034,0.0107,0.01044,0.01103,0.01281,0.01301,0.01335,0.01372,0.01406,0.01331,0.01425,0.01494,0.01487,0.01321,0.01394,0.01568,0.01577,0.01597,0.01372,0.01209,0.01293,0.01124,0.01105,0.01087,0.01036,0.01119,0.01095,0.01155,0.01105,0.00967,0.00868,0.00706,0.00749,0.00563,0.00515,0.00438,0.012256175,0.012204787,0.012411209,0.012555392,0.012413251,0.012516619,0.012626147,0.01266931,0.012708758,0.012885914,0.013024392,0.013063346,0.013193008,0.013364639,0.013478605,0.013563917,0.013710787,0.013847634,0.013935693,0.014050454,0.014192842,0.014306237,0.014402776,0.01453208,0.014665306,0.014774817,0.014892665,0.015029552,0.015156403,0.015273669,0.015406275,0.01554408,0.015670222,0.015798268
0.01127,0.01111,0.01135,0.01217,0.01199,0.01193,0.011,0.01133,0.01112,0.01246,0.01316,0.0161,0.01688,0.01795,0.01948,0.02236,0.02599,0.02806,0.02943,0.0358,0.03513,0.03537,0.03796,0.03943,0.03988,0.04379,0.04281,0.04747,0.04672,0.04425,0.03912,0.03342,0.03181,0.03016,0.03048,0.03088,0.0278,0.02982,0.02719,0.02851,0.03203,0.03,0.03147,0.03096,0.031,0.03285,0.03435,0.03306,0.0325,0.02955,0.0314,0.03276,0.03501,0.03487,0.03393,0.03126,0.02847,0.02903,0.02865,0.02699,0.02691,0.02706,0.0283,0.02576,0.02423,0.02348,0.02191,0.01887,0.01796,0.01526,0.01338,0.01276,0.029523503,0.029464406,0.029701013,0.029865061,0.029703344,0.029821044,0.029945204,0.02999398,0.03003848,0.030237442,0.030391971,0.030435284,0.030578974,0.030768042,0.030892886,0.030985979,0.031145532,0.031293393,0.031388136,0.031511138,0.031663023,0.031783411,0.031885512,0.032021705,0.032161369,0.032275674,0.032398189,0.032539861,0.032670544,0.032790846,0.032926303,0.033066427,0.033194124,0.033323197
0.02457,0.02608,0.02902,0.02825,0.03242,0.03035,0.02793,0.02973,0.03161,0.03295,0.03351,0.03929,0.04316,0.04563,0.04648,0.04883,0.05275,0.05762,0.06001,0.06292,0.06997,0.06838,0.07529,0.07488,0.07548,0.07285,0.08067,0.07394,0.06968,0.0688,0.06437,0.05651,0.0509,0.05081,0.05035,0.04966,0.04779,0.04602,0.0426,0.04404,0.04594,0.0467,0.04824,0.04616,0.04485,0.04598,0.04899,0.05032,0.04811,0.04367,0.04212,0.04643,0.04574,0.04556,0.04722,0.04478,0.04406,0.04114,0.04101,0.04078,0.04022,0.03939,0.03817,0.03986,0.03454,0.03208,0.02788,0.03005,0.02531,0.02321,0.02019,0.01887,0.042908943,0.042915199,0.042890236,0.042873053,0.042889991,0.042877653,0.042864695,0.04285962,0.042854998,0.042834422,0.04281854,0.042814104,0.042799437,0.042780249,0.042767649,0.042758289,0.042742316,0.042727592,0.042718196,0.042706044,0.042691108,0.042679323,0.042669367,0.042656138,0.042642635,0.042631631,0.042619883,0.042606356,0.042593935,0.042582548,0.042569779,0.04255663,0.042544699,0.042532689
0.04806,0.04625,0.05617,0.05858,0.06075,0.05782,0.05568,0.05599,0.05877,0.0617,0.06618,0.07287,0.07645,0.08112,0.08618,0.08655,0.0849,0.09396,0.0983,0.10326,0.09865,0.11155,0.10988,0.10917,0.10787,0.10979,0.10322,0.10057,0.09267,0.08982,0.08346,0.07584,0.06807,0.06919,0.06822,0.06899,0.06547,0.06373,0.05848,0.05528,0.05776,0.05784,0.05864,0.05906,0.05519,0.05621,0.05823,0.05633,0.05151,0.04946,0.04941,0.05182,0.05487,0.05134,0.05015,0.05307,0.05302,0.04977,0.04793,0.04828,0.04806,0.04574,0.05028,0.04922,0.04584,0.04279,0.04008,0.03679,0.03474,0.03278,0.02962,0.02978,0.052738026,0.052838032,0.052439964,0.052167572,0.052436073,0.052240374,0.052035556,0.051955546,0.051882769,0.05155993,0.051312027,0.051242981,0.051015287,0.050718837,0.050525023,0.05038149,0.050137429,0.049913413,0.049770953,0.049587245,0.049362314,0.049185514,0.049036588,0.048839373,0.048638821,0.048475938,0.048302598,0.048103737,0.047921788,0.047755542,0.047569765,0.047379146,0.047206797,0.047033895
0.07226,0.07935,0.08275,0.08701,0.08885,0.08667,0.08978,0.09109,0.09031,0.09862,0.09833,0.10678,0.11341,0.11819,0.12236,0.12615,0.12169,0.13037,0.13185,0.14101,0.1393,0.13396,0.14812,0.14329,0.13927,0.1308,0.131,0.11521,0.11062,0.1052,0.10168,0.09195,0.08624,0.08358,0.08302,0.08313,0.08218,0.07703,0.07261,0.0696,0.07016,0.06759,0.06501,0.06954,0.06272,0.065,0.06339,0.06197,0.05642,0.05444,0.0542,0.05502,0.05559,0.05473,0.05381,0.05245,0.05416,0.05076,0.0538,0.05265,0.05271,0.05432,0.05545,0.05427,0.0529,0.05023,0.04547,0.0443,0.0408,0.03799,0.03549,0.03674,0.059435583,0.05962066,0.058885309,0.058384176,0.058878138,0.058517948,0.0581419,0.057995258,0.057861999,0.057272305,0.056821091,0.056695667,0.056282822,0.055747081,0.055397906,0.055139868,0.054702189,0.054301657,0.054047543,0.053720538,0.053321215,0.053008156,0.052745012,0.052397331,0.05204469,0.05175897,0.051455583,0.051108386,0.050791521,0.050502675,0.050180658,0.049851085,0.049553831,0.049256321
0.10307,0.11155,0.12642,0.12011,0.12063,0.11974,0.11875,0.12555,0.12728,0.1362,0.1401,0.14685,0.15439,0.16276,0.16628,0.17117,0.17181,0.17673,0.16718,0.17823,0.17699,0.17036,0.16491,0.18331,0.16235,0.16146,0.15704,0.1372,0.12786,0.1242,0.11267,0.10649,0.09781,0.10174,0.09979,0.10181,0.10025,0.09516,0.09024,0.08433,0.08262,0.0807,0.08001,0.07722,0.07131,0.0724,0.07165,0.06753,0.06386,0.06023,0.05963,0.05814,0.05932,0.05777,0.05546,0.05354,0.0533,0.05711,0.05528,0.05515,0.05588,0.05433,0.05976,0.06071,0.05959,0.05358,0.05312,0.04839,0.0456,0.04355,0.04154,0.0399,0.066104184,0.066369722,0.065316099,0.064600244,0.065305844,0.064791161,0.064254796,0.064045909,0.063856219,0.063018324,0.06237888,0.062201394,0.061617984,0.06086275,0.060371646,0.060009298,0.059395814,0.05883564,0.058480863,0.05802503,0.057469475,0.057034776,0.056669961,0.056188754,0.055701625,0.055307638,0.054889978,0.054412881,0.053978282,0.053582796,0.053142664,0.05269305,0.052288264,0.051883832
0.13122,0.13294,0.1469,0.13999,0.13213,0.13471,0.13384,0.13536,0.14275,0.14994,0.15306,0.17052,0.1783,0.18034,0.18191,0.18669,0.18788,0.20232,0.19079,0.18992,0.18926,0.18618,0.18492,0.18079,0.18107,0.17087,0.16636,0.14772,0.14009,0.13032,0.12785,0.11869,0.11188,0.11285,0.1189,0.1161,0.11671,0.10877,0.10339,0.09893,0.09783,0.09152,0.0881,0.08748,0.08203,0.08279,0.07965,0.07309,0.06904,0.06506,0.06545,0.06238,0.06413,0.06092,0.05767,0.05621,0.05591,0.05502,0.05718,0.05991,0.05751,0.05943,0.06298,0.06542,0.06163,0.0588,0.05759,0.05557,0.05163,0.05058,0.04795,0.04678,0.072987699,0.073282684,0.07211226,0.071317113,0.072100868,0.071529171,0.07093342,0.070701414,0.070490732,0.069560163,0.068850043,0.068652949,0.068005107,0.067166522,0.066621251,0.066218956,0.06553787,0.064916007,0.064522178,0.064016192,0.063399546,0.062917069,0.062512176,0.061978127,0.061437535,0.061000329,0.060536873,0.06000749,0.059525287,0.059086502,0.058598206,0.058099416,0.057650379,0.057201756
0.15263,0.16331,0.17732,0.15537,0.15525,0.14573,0.1501,0.15114,0.15978,0.16847,0.17227,0.17994,0.19292,0.20515,0.19962,0.20113,0.20226,0.21779,0.21663,0.21233,0.20315,0.2045,0.20239,0.19362,0.17829,0.18978,0.17855,0.16157,0.15062,0.1432,0.13659,0.12836,0.12088,0.12059,0.12899,0.13037,0.12863,0.11944,0.11601,0.11057,0.11125,0.10467,0.10472,0.0991,0.09204,0.08942,0.09411,0.08806,0.08033,0.07775,0.07069,0.06927,0.06956,0.06601,0.06418,0.06118,0.06018,0.05926,0.06248,0.06434,0.06385,0.06737,0.06604,0.07075,0.06952,0.06557,0.06404,0.0598,0.05927,0.05462,0.05153,0.05309,0.081012235,0.081337803,0.080045988,0.079168304,0.080033414,0.07940238,0.078744765,0.078488658,0.078256088,0.077228788,0.076444801,0.076227196,0.075511914,0.074585974,0.073983868,0.073539623,0.072787481,0.072100702,0.071665743,0.07110689,0.070425782,0.069892843,0.069445584,0.068855631,0.06825842,0.067775401,0.067263362,0.066678457,0.066145654,0.065660805,0.065121223,0.064570018,0.064073772,0.063577962
0.16612,0.17956,0.19083,0.16772,0.16016,0.15809,0.15452,0.15572,0.16168,0.17452,0.18105,0.18528,0.20113,0.20733,0.20407,0.21352,0.21358,0.2191,0.2182,0.22198,0.21506,0.20536,0.20883,0.20729,0.18848,0.17816,0.19325,0.16734,0.16183,0.14884,0.14566,0.13412,0.13158,0.13056,0.13282,0.13526,0.13969,0.12759,0.12431,0.1228,0.12006,0.11556,0.11724,0.11108,0.10369,0.1036,0.10346,0.09758,0.0911,0.08166,0.08122,0.07686,0.07707,0.07313,0.0732,0.0655,0.067,0.06631,0.06521,0.06747,0.0667,0.06971,0.07288,0.07581,0.07419,0.07007,0.07043,0.06895,0.06567,0.06296,0.05869,0.05741,0.088722598,0.0890556,0.087733768,0.08683489,0.087720896,0.087074682,0.086400888,0.08613838,0.085899947,0.084846193,0.084041397,0.083817919,0.083083038,0.082131044,0.081511578,0.081054312,0.080279708,0.079571958,0.079123487,0.078547011,0.077844019,0.077293645,0.07683154,0.076221705,0.075604016,0.075104174,0.074574045,0.073968149,0.073415921,0.072913139,0.072353313,0.071781112,0.071265688,0.070750453
0.15418,0.18192,0.18933,0.16224,0.15805,0.15626,0.15882,0.15999,0.16237,0.16549,0.17628,0.18121,0.19194,0.20097,0.20274,0.21102,0.21116,0.21776,0.22384,0.22477,0.21143,0.20802,0.20437,0.20624,0.20003,0.18485,0.1791,0.18062,0.15918,0.14824,0.14914,0.14436,0.13489,0.1379,0.14574,0.14147,0.14189,0.13198,0.12943,0.12652,0.12622,0.12257,0.11933,0.12042,0.11261,0.11545,0.1108,0.10384,0.10692,0.09732,0.09178,0.08711,0.08406,0.08294,0.08009,0.07432,0.07304,0.06753,0.07368,0.07546,0.07525,0.07644,0.07569,0.08252,0.08104,0.07762,0.08082,0.07615,0.07077,0.07157,0.06774,0.0648,0.096648309,0.096964974,0.095707102,0.094850345,0.09569484,0.09507901,0.094436279,0.094185701,0.09395802,0.092950821,0.092180512,0.091966446,0.091261999,0.090348256,0.089752958,0.089313164,0.088567438,0.087885276,0.087452621,0.086896018,0.086216558,0.085684065,0.085236602,0.084645565,0.084046305,0.083560922,0.083045679,0.082456229,0.081918455,0.081428388,0.080882213,0.080323412,0.079819574,0.079315459
0.15029,0.18773,0.19262,0.16186,0.15911,0.15324,0.15205,0.1651,0.15988,0.15974,0.16907,0.18173,0.18492,0.19211,0.19305,0.20376,0.20497,0.21005,0.20942,0.21341,0.2052,0.19521,0.19277,0.19208,0.18379,0.18434,0.17499,0.15302,0.16491,0.14604,0.14271,0.13814,0.13142,0.13428,0.14293,0.14073,0.13787,0.12991,0.13117,0.12999,0.1311,0.12501,0.12251,0.12409,0.11538,0.11955,0.12083,0.11408,0.10759,0.10471,0.0993,0.09393,0.09445,0.08919,0.08353,0.08294,0.0783,0.07803,0.07535,0.08246,0.07978,0.08242,0.0843,0.08869,0.08958,0.08586,0.08598,0.08434,0.07755,0.07953,0.07438,0.07257,0.101534853,0.101827884,0.100663215,0.099868898,0.100651853,0.100080981,0.099484703,0.099252105,0.099040697,0.098104751,0.097388123,0.097188848,0.096532687,0.095680674,0.095125043,0.094714272,0.094017207,0.093378947,0.092973831,0.092452305,0.091815126,0.09131535,0.090895094,0.090339592,0.08977589,0.089318956,0.088833568,0.088277831,0.087770404,0.087307645,0.086791515,0.086263023,0.085786139,0.085308634
0.14514,0.18833,0.19141,0.159,0.15651,0.14915,0.14879,0.14268,0.15804,0.15556,0.1623,0.16508,0.1744,0.17621,0.17952,0.18344,0.19084,0.19642,0.19033,0.19144,0.1897,0.17875,0.1836,0.17374,0.16682,0.16881,0.16714,0.14793,0.13678,0.14232,0.13254,0.13123,0.12455,0.12864,0.139,0.14096,0.13165,0.12808,0.12072,0.12562,0.12679,0.123,0.12205,0.12441,0.11719,0.12328,0.12084,0.11793,0.1128,0.1093,0.10549,0.10465,0.09749,0.09473,0.08979,0.08591,0.08714,0.08301,0.085,0.0871,0.08896,0.08611,0.09465,0.09466,0.0962,0.09188,0.0874,0.09226,0.08665,0.08822,0.08446,0.08025,0.104602562,0.10485816,0.103841602,0.103147266,0.103831676,0.103332736,0.102811126,0.102607524,0.102422409,0.101602133,0.10097326,0.100798262,0.100221649,0.099472031,0.098982625,0.098620532,0.098005521,0.09744178,0.097083656,0.096622274,0.096058035,0.095615051,0.095242263,0.094749099,0.09424818,0.093841786,0.093409734,0.09291462,0.092462129,0.092049121,0.091588084,0.091115569,0.090688815,0.090261141
0.14096,0.18509,0.1874,0.15526,0.15145,0.14107,0.14117,0.14586,0.14501,0.15201,0.15264,0.16053,0.16734,0.17057,0.17213,0.17601,0.17291,0.18562,0.18228,0.18234,0.18067,0.17248,0.17161,0.16725,0.15958,0.15062,0.15196,0.13555,0.12711,0.11515,0.12239,0.11556,0.11132,0.11812,0.12977,0.12557,0.12732,0.11701,0.11579,0.1168,0.12118,0.11643,0.11781,0.11701,0.11297,0.11793,0.11738,0.11802,0.11353,0.11168,0.10488,0.10539,0.10526,0.10116,0.09901,0.09121,0.09155,0.08845,0.09391,0.09533,0.09315,0.09662,0.10075,0.10564,0.09994,0.10268,0.09605,0.09756,0.09243,0.09527,0.09503,0.09115,0.104538685,0.104775268,0.103834082,0.103190836,0.103824888,0.103362691,0.102879316,0.10269059,0.102518975,0.101758249,0.101174723,0.101012296,0.100476957,0.099780658,0.099325854,0.098989254,0.098417336,0.097892862,0.097559567,0.097130039,0.096604549,0.096191827,0.095844397,0.095384626,0.094917443,0.094538285,0.094135055,0.093672802,0.093250183,0.092864308,0.092433408,0.091991615,0.091592462,0.09119231
0.13876,0.17923,0.18183,0.15153,0.14489,0.13837,0.13689,0.13159,0.13668,0.13706,0.14593,0.14396,0.14934,0.1539,0.1579,0.1628,0.1612,0.16627,0.16314,0.16435,0.15985,0.14771,0.14531,0.14641,0.14181,0.12839,0.13215,0.11478,0.11013,0.09982,0.09431,0.10511,0.09766,0.10479,0.11452,0.11175,0.11402,0.10729,0.10447,0.10812,0.10673,0.10938,0.11018,0.10998,0.10574,0.11019,0.11387,0.11452,0.1101,0.11016,0.10473,0.10239,0.10671,0.10283,0.09806,0.09625,0.09318,0.09244,0.09531,0.097,0.09781,0.10155,0.10135,0.1068,0.10345,0.1053,0.10258,0.10419,0.10048,0.10132,0.09786,0.09644,0.100900098,0.101104657,0.100290584,0.099733771,0.100282628,0.099882569,0.09946398,0.099300494,0.099151803,0.098492378,0.097986211,0.097845263,0.097380548,0.096775722,0.096380429,0.096087752,0.095590225,0.095133706,0.094843464,0.094469267,0.094011235,0.093651314,0.093348206,0.092946913,0.092538945,0.092207691,0.091855255,0.091451037,0.091081296,0.090743549,0.09036622,0.089979162,0.089629295,0.089278393
0.12919,0.16354,0.16758,0.14112,0.13093,0.137,0.12745,0.12423,0.12819,0.12919,0.12747,0.13522,0.13797,0.14015,0.14264,0.14955,0.1477,0.14378,0.14801,0.14955,0.13952,0.1336,0.12975,0.12798,0.1252,0.11867,0.11518,0.10372,0.0965,0.08801,0.08364,0.08038,0.09013,0.08967,0.09555,0.09805,0.09715,0.09318,0.0959,0.09225,0.09524,0.09733,0.09931,0.09821,0.09556,0.10015,0.10277,0.10324,0.10265,0.10381,0.10201,0.10226,0.10226,0.10127,0.0986,0.09843,0.09657,0.09575,0.09547,0.09898,0.09996,0.10368,0.10374,0.10745,0.10554,0.1073,0.10902,0.10836,0.10082,0.10126,0.09782,0.10114,0.094912373,0.095095067,0.094367898,0.093870355,0.09436079,0.094003328,0.093629231,0.0934831,0.093350184,0.092760595,0.092307897,0.092181817,0.091766059,0.0912248,0.09087096,0.090608928,0.090163401,0.089754495,0.089494471,0.089159175,0.088748667,0.08842602,0.088154254,0.087794386,0.087428453,0.087131268,0.086815022,0.086452235,0.086120321,0.085817067,0.085478207,0.085130536,0.084816206,0.084500884
